,chart,title,rank,album,artist,genre,publisher,agency,date
0,20190601,2002,1,Speak Your Mind (Deluxe),Anne-Marie,팝 / POP,워너뮤직,Atlantic Records UK,2018.08.03
1,20190601,사랑에 연습이 있었다면 (Prod. by 2soo),2,사랑에 연습이 있었다면,임재현,발라드 / 가요,카카오엔터테인먼트,"엔에스씨컴퍼니, 디원미디어",2018.09.25
2,20190601,너에게 못했던 내 마지막 말은,3,너에게 못했던 내 마지막 말은,다비치,발라드 / 가요,지니뮤직,WAKEONE,2019.05.17
3,20190601,솔직하게 말해서 나,4,솔직하게 말해서 나,김나영,발라드 / 가요,카카오엔터테인먼트,네버랜드엔터테인먼트,2019.06.09
4,20190601,누구 없소 (NO ONE) (Feat. B.I of iKON),5,24℃,이하이,R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2019.05.30
5,20190601,bad guy,6,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,락 / POP,Universal Music,"Darkroom, Interscope Records",2019.03.29
6,20190601,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),7,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
7,20190601,대충 입고 나와,8,대충 입고 나와,우디 (Woody),인디 / 가요,지니뮤직,인디안레이블,2019.05.29
8,20190601,사랑이 식었다고 말해도 돼,9,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),발라드 / 가요,카카오엔터테인먼트,먼데이키즈 컴퍼니,2019.05.27
9,20190601,술이 문제야,10,술이 문제야,장혜진 & 윤민수(바이브),발라드 / 가요,카카오엔터테인먼트,젤리피쉬 엔터테인먼트,2019.06.18
10,20190601,A Whole New World,11,Aladdin (Original Motion Picture Soundtrack),Various Artists,해외영화 / OST,Universal Music,Walt Disney Records,2019.05.22
11,20190601,Speechless (Full),12,Aladdin (Original Motion Picture Soundtrack),Various Artists,해외영화 / OST,Universal Music,Walt Disney Records,2019.05.22
12,20190601,주저하는 연인들을 위해,13,전설,잔나비,인디 / 가요,카카오엔터테인먼트,페포니 뮤직,2019.03.13
13,20190601,FANCY,14,FANCY YOU,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.04.22
14,20190601,노래방에서,15,장범준 3집,장범준,락 / 가요,카카오엔터테인먼트,㈜버스커버스커,2019.03.21
15,20190601,니 소식,16,니 소식,송하예,발라드 / 가요,㈜다날엔터테인먼트,더하기미디어,2019.05.11
16,20190601,서울 밤 (Feat. 빈지노),17,서울 밤,어반자카파,R&B/소울 / 가요,카카오엔터테인먼트,(주)메이크어스엔터테인먼트,2019.06.13
17,20190601,사계 (Four Seasons),18,사계 (Four Seasons),태연 (TAEYEON),발라드 / 가요,Dreamus,SM ENTERTAINMENT,2019.03.24
18,20190601,그때가 좋았어,19,그때가 좋았어,케이시 (Kassy),발라드 / 가요,카카오엔터테인먼트,넥스타 엔터테인먼트,2018.12.31
19,20190601,"나만, 봄",20,사춘기집 I 꽃기운,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2019.04.02
20,20190601,Goodbye,21,Goodbye,박효신,발라드 / 가요,카카오엔터테인먼트,(주)글러브엔터테인먼트,2019.05.06
21,20190601,"모든 날, 모든 순간 (Every day, Every Moment)",22,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마),폴킴,드라마 / OST,Dreamus,SM ENTERTAINMENT,2018.03.20
22,20190601,AH YEAH (아예),23,WE,WINNER,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2019.05.15
23,20190601,옥탑방 (Rooftop),24,FLY HIGH PROJECT #2 '옥탑방',엔플라잉 (N.Flying),락 / 가요,카카오엔터테인먼트,FNC엔터테인먼트,2019.01.02
24,20190601,Kill This Love,25,KILL THIS LOVE,BLACKPINK,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2019.04.05
25,20190601,달라달라,26,IT'z Different,ITZY (있지),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.02.12
26,20190601,너를 만나,27,너를 만나,폴킴,발라드 / 가요,카카오엔터테인먼트,뉴런뮤직,2018.10.29
27,20190601,사계 (하루살이),28,Circular,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02
28,20190601,Paris In The Rain,29,I met you when I was 18. (the playlist),Lauv,팝 / POP,NHN벅스,뮤직테이블,2018.10.08
29,20190601,벌써 12시,30,벌써 12시,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2019.01.02
30,20190601,별 보러 갈래?,31,사춘기집 I 꽃기운,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2019.04.02
31,20190601,사월이 지나면 우리 헤어져요 (Beautiful goodbye),32,"사월, 그리고 꽃 - The 1st Mini Album",첸 (CHEN),발라드 / 가요,Dreamus,SM ENTERTAINMENT,2019.04.01
32,20190601,비가 오잖아,33,비가 오잖아,소유 (SOYOU) & 오반 (OVAN),R&B/소울 / 가요,카카오엔터테인먼트,"스타쉽 엔터테인먼트, 로맨틱팩토리",2019.05.16
33,20190601,BIRTHDAY,34,BIRTHDAY,전소미,댄스 / 가요,YG PLUS,THE BLACK LABEL,2019.06.13
34,20190601,당신과는 천천히,35,장범준 3집,장범준,락 / 가요,카카오엔터테인먼트,㈜버스커버스커,2019.03.21
35,20190601,넘쳐흘러,36,Circular,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02
36,20190601,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,37,봉춤을 추네,잔나비,인디 / 가요,카카오엔터테인먼트,페포니 뮤직,2014.08.28
37,20190601,짐살라빔 (Zimzalabim),38,'The ReVe Festival' Day 1,Red Velvet (레드벨벳),댄스 / 가요,Dreamus,SM ENTERTAINMENT,2019.06.19
38,20190601,오늘 밤에,39,Lots of Love,홍진영,트로트 / 가요,카카오엔터테인먼트,뮤직K,2019.03.08
39,20190601,All Falls Down (Feat. Juliander),40,Different World,Alan Walker,일렉트로니카 / POP,Sony Music,MER Recordings,2018.12.14
40,20190601,Way Back Home,41,Take,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2018.06.27
41,20190601,Snapping,42,Flourishing,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2019.06.24
42,20190601,여행,43,Red Diary Page.2,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2018.05.24
