,chart,title,rank,album,artist,genre,publisher,agency,date
0,20190701,술이 문제야,1,술이 문제야,장혜진 & 윤민수(바이브),발라드 / 가요,카카오엔터테인먼트,젤리피쉬 엔터테인먼트,2019.06.18
1,20190701,헤어져줘서 고마워,2,헤어져줘서 고마워,벤,발라드 / 가요,지니뮤직,메이저나인,2019.07.03
2,20190701,Speechless (Full),3,Aladdin (Original Motion Picture Soundtrack),Various Artists,해외영화 / OST,Universal Music,Walt Disney Records,2019.05.22
3,20190701,니 소식,4,니 소식,송하예,발라드 / 가요,㈜다날엔터테인먼트,더하기미디어,2019.05.11
4,20190701,Snapping,5,Flourishing,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2019.06.24
5,20190701,2002,6,Speak Your Mind (Deluxe),Anne-Marie,팝 / POP,워너뮤직,Atlantic Records UK,2018.08.03
6,20190701,사랑에 연습이 있었다면 (Prod. by 2soo),7,사랑에 연습이 있었다면,임재현,발라드 / 가요,카카오엔터테인먼트,"엔에스씨컴퍼니, 디원미디어",2018.09.25
7,20190701,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),8,Red Moon : To You My Light,마크툽 (Maktub),인디 / 가요,워너뮤직,(주)MAKTUB Company,2019.06.09
8,20190701,포장마차,9,포장마차,황인욱,발라드 / 가요,NHN벅스,하우엔터테인먼트,2019.06.20
9,20190701,솔직하게 말해서 나,10,솔직하게 말해서 나,김나영,발라드 / 가요,카카오엔터테인먼트,네버랜드엔터테인먼트,2019.06.09
10,20190701,인사,11,인사,멜로망스 (MeloMance),발라드 / 가요,카카오엔터테인먼트,"민트페이퍼, 광합성",2019.07.09
11,20190701,비가 내리는 날에는,12,STABLE MINDSET,윤하 (YOUNHA),발라드 / 가요,카카오엔터테인먼트,C9엔터테인먼트(얼라이브),2019.07.02
12,20190701,We don't talk together (Feat. 기리보이) (Prod. by SUGA),13,We don't talk together,헤이즈 (Heize),R&B/소울 / 가요,지니뮤직,"Stone Music Entertainment, Studio blu",2019.07.07
13,20190701,bad guy,14,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,락 / POP,Universal Music,"Darkroom, Interscope Records",2019.03.29
