,chart,title,rank,album,artist,genre,publisher,agency,date
0,20190101,넘쳐흘러,1,Circular,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02
1,20190101,벌써 12시,2,벌써 12시,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2019.01.02
2,20190101,180도,3,180˚,벤,발라드 / 가요,지니뮤직,메이저나인,2018.12.07
3,20190101,SOLO,4,SOLO,제니 (JENNIE),랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.11.12
4,20190101,습관 (Bad Habits),5,안녕,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2019.01.01
5,20190101,신용재,6,신용재,하은 (포맨),발라드 / 가요,지니뮤직,인디안레이블,2018.11.06
6,20190101,너를 만나,7,너를 만나,폴킴,발라드 / 가요,카카오엔터테인먼트,뉴런뮤직,2018.10.29
7,20190101,아낙네,8,XX,MINO (송민호),랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.11.26
8,20190101,길 (Song by 아이유 & 헨리 & 조현아 & 양다일),9,THEN & NOW,지오디 (god),댄스 / 가요,카카오엔터테인먼트,"㈜아이에이치큐 (iHQ), god",2019.01.10
9,20190101,MILLIONS,10,MILLIONS,WINNER,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.12.19
10,20190101,"모든 날, 모든 순간 (Every day, Every Moment)",11,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마),폴킴,드라마 / OST,Dreamus,SM ENTERTAINMENT,2018.03.20
11,20190101,YES or YES,12,YES or YES,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2018.11.05
12,20190101,첫눈에,13,첫눈에,헤이즈 (Heize),R&B/소울 / 가요,지니뮤직,"스톤뮤직 엔터테인먼트, Studio blu",2018.12.14
13,20190101,내 생에 아름다운,14,뷰티 인사이드 OST Part.4 (JTBC 월화드라마),케이윌 (K.Will),드라마 / OST,뮤직앤뉴,"뮤직앤뉴, 스튜디오앤뉴",2018.10.23
14,20190101,너도 그냥 날 놓아주면 돼,15,너도 그냥 날 놓아주면 돼,윤건,발라드 / 가요,지니뮤직,센토엔터테인먼트,2018.11.29
15,20190101,"thank u, next",16,"thank u, next",Ariana Grande,팝 / POP,Universal Music,Republic Records a division of UMG Recordings Inc,2018.11.04
16,20190101,띵 (Prod. by 기리보이),17,Dingo X Indigo Music,Jvcki Wai & 양홍원 & Osshun Gum & 한요한,랩/힙합 / 가요,카카오엔터테인먼트,"인디고뮤직, 딩고뮤직",2019.01.13
17,20190101,삐삐,18,삐삐,아이유 (IU),R&B/소울 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2018.10.10
18,20190101,Way Back Home,19,Take,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2018.06.27
19,20190101,가을 타나 봐,20,가을 타나 봐,바이브,발라드 / 가요,지니뮤직,메이저나인,2018.09.18
20,20190101,고백,21,고백,양다일,발라드 / 가요,카카오엔터테인먼트,브랜뉴뮤직 (Brand New Music),2018.10.15
21,20190101,열애중,22,RECIPE,벤,발라드 / 가요,지니뮤직,메이저나인,2018.05.08
22,20190101,흔한 이별,23,흔한 이별,허각,발라드 / 가요,카카오엔터테인먼트,플랜에이 엔터테인먼트,2018.11.28
23,20190101,Love Shot,24,LOVE SHOT - The 5th Album Repackage,EXO,댄스 / 가요,Dreamus,SM ENTERTAINMENT,2018.12.13
24,20190101,하루도 그대를 사랑하지 않은 적이 없었다,25,하루도 그대를 사랑하지 않은 적이 없었다,임창정,발라드 / 가요,㈜인터파크,nhemg (㈜앤에이취이엠쥐),2018.09.19
25,20190101,이별하러 가는 길,26,이별하러 가는 길,임한별,발라드 / 가요,카카오엔터테인먼트,모스트웍스,2018.09.13
26,20190101,사계 (하루살이),27,Circular,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02
27,20190101,아름답고도 아프구나,28,HOUR MOMENT,비투비,발라드 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2018.11.12
28,20190101,신청곡 (Feat. SUGA of BTS),29,신청곡,이소라,발라드 / 가요,NHN벅스,에르타알레,2019.01.22
29,20190101,잘 지내요,30,라이프 OST Part. 6 (JTBC 월화드라마),정승환,드라마 / OST,(주)래드컴,제이에스뮤직,2018.09.11
30,20190101,Bohemian Rhapsody,31,영화 보헤미안 랩소디 OST (Bohemian Rhapsody OST),Queen,해외영화 / OST,Universal Music,Queen Productions Ltd,2018.10.19
31,20190101,지나오다,32,About You,닐로 (Nilo),발라드 / 가요,주식회사 루미넌트엔터테인먼트,닐로 컴퍼니,2017.10.31
