,chart,title,rank,album,artist,genre,publisher,agency,date
0,20190201,이 노래가 클럽에서 나온다면,1,이 노래가 클럽에서 나온다면,우디 (Woody),인디 / 가요,지니뮤직,인디안레이블,2019.01.23
1,20190201,넘쳐흘러,2,Circular,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02
2,20190201,벌써 12시,3,벌써 12시,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2019.01.02
3,20190201,너도 그냥 날 놓아주면 돼,4,너도 그냥 날 놓아주면 돼,윤건,발라드 / 가요,지니뮤직,센토엔터테인먼트,2018.11.29
4,20190201,멍청이 (twit),5,멍청이 (twit),화사 (Hwa Sa),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2019.02.13
5,20190201,띵 (Prod. by 기리보이),6,Dingo X Indigo Music,Jvcki Wai & 양홍원 & Osshun Gum & 한요한,랩/힙합 / 가요,카카오엔터테인먼트,"인디고뮤직, 딩고뮤직",2019.01.13
6,20190201,달라달라,7,IT'z Different,ITZY (있지),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.02.12
7,20190201,그때가 좋았어,8,그때가 좋았어,케이시 (Kassy),발라드 / 가요,카카오엔터테인먼트,넥스타 엔터테인먼트,2018.12.31
8,20190201,신용재,9,신용재,하은 (포맨),발라드 / 가요,지니뮤직,인디안레이블,2018.11.06
9,20190201,신청곡 (Feat. SUGA of BTS),10,신청곡,이소라,발라드 / 가요,NHN벅스,에르타알레,2019.01.22
10,20190201,180도,11,180˚,벤,발라드 / 가요,지니뮤직,메이저나인,2018.12.07
11,20190201,"모든 날, 모든 순간 (Every day, Every Moment)",12,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마),폴킴,드라마 / OST,Dreamus,SM ENTERTAINMENT,2018.03.20
12,20190201,너를 만나,13,너를 만나,폴킴,발라드 / 가요,카카오엔터테인먼트,뉴런뮤직,2018.10.29
13,20190201,오랜만이야 (Feat. Zion.T),14,HELLO,로꼬,랩/힙합 / 가요,카카오엔터테인먼트,AOMG,2019.02.07
14,20190201,SOLO,15,SOLO,제니 (JENNIE),랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.11.12
15,20190201,길 (Song by 아이유 & 헨리 & 조현아 & 양다일),16,THEN & NOW,지오디 (god),댄스 / 가요,카카오엔터테인먼트,"㈜아이에이치큐 (iHQ), god",2019.01.10
16,20190201,아낙네,17,XX,MINO (송민호),랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.11.26
17,20190201,내 생에 아름다운,18,뷰티 인사이드 OST Part.4 (JTBC 월화드라마),케이윌 (K.Will),드라마 / OST,뮤직앤뉴,"뮤직앤뉴, 스튜디오앤뉴",2018.10.23
18,20190201,YES or YES,19,YES or YES,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2018.11.05
19,20190201,"thank u, next",20,"thank u, next",Ariana Grande,팝 / POP,Universal Music,Republic Records a division of UMG Recordings Inc,2018.11.04
20,20190201,옥탑방 (Rooftop),21,FLY HIGH PROJECT #2 '옥탑방',엔플라잉 (N.Flying),락 / 가요,카카오엔터테인먼트,FNC엔터테인먼트,2019.01.02
21,20190201,MILLIONS,22,MILLIONS,WINNER,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.12.19
22,20190201,습관 (Bad Habits),23,안녕,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2019.01.01
23,20190201,Way Back Home,24,Take,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2018.06.27
24,20190201,삐삐,25,삐삐,아이유 (IU),R&B/소울 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2018.10.10
25,20190201,고백,26,고백,양다일,발라드 / 가요,카카오엔터테인먼트,브랜뉴뮤직 (Brand New Music),2018.10.15
26,20190201,7 rings,27,7 rings,Ariana Grande,팝 / POP,Universal Music,Republic Records a division of UMG Recordings Inc,2019.01.18
27,20190201,가을 타나 봐,28,가을 타나 봐,바이브,발라드 / 가요,지니뮤직,메이저나인,2018.09.18
28,20190201,열애중,29,RECIPE,벤,발라드 / 가요,지니뮤직,메이저나인,2018.05.08
29,20190201,해야 (Sunrise),30,여자친구 The 2nd Album 'Time for us',여자친구 (GFRIEND),댄스 / 가요,카카오엔터테인먼트,쏘스뮤직,2019.01.14
30,20190201,첫눈에,31,첫눈에,헤이즈 (Heize),R&B/소울 / 가요,지니뮤직,"스톤뮤직 엔터테인먼트, Studio blu",2018.12.14
31,20190201,초록빛,32,초록빛,폴킴,발라드 / 가요,카카오엔터테인먼트,뉴런뮤직,2019.01.17
32,20190201,이별하러 가는 길,33,이별하러 가는 길,임한별,발라드 / 가요,카카오엔터테인먼트,모스트웍스,2018.09.13
