,chart,title,rank,album,artist,genre,publisher,agency,date
0,20201001,Dynamite,1,Dynamite (DayTime Ver.),방탄소년단,댄스 / 가요,YG PLUS,BIGHIT MUSIC,2020.08.21
1,20201001,Lovesick Girls,2,THE ALBUM,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2020.10.02
2,20201001,DON'T TOUCH ME,3,DON'T TOUCH ME,환불원정대,댄스 / 가요,NHN벅스,신박기획,2020.10.10
3,20201001,Savage Love (Laxed - Siren Beat) (BTS Remix),4,Savage Love (Laxed - Siren Beat) (BTS Remix),Jawsh 685 & Jason Derulo & 방탄소년단,팝 / POP,Sony Music,Columbia,2020.10.02
4,20201001,밤하늘의 저 별처럼,5,밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙) (SBS 월화드라마),헤이즈 (Heize) & 펀치 (Punch),드라마 / OST,카카오엔터테인먼트,냠냠엔터테인먼트,2020.09.27
5,20201001,Bad Boy,6,Bad Boy,청하 & Christopher,팝 / POP,워너뮤직,Parlophone Denmark,2020.09.23
6,20201001,오래된 노래,7,오래된 노래,Standing Egg (스탠딩 에그),발라드 / 가요,카카오엔터테인먼트,본(born),2012.09.04
7,20201001,취기를 빌려 (취향저격 그녀 X 산들),8,취기를 빌려 (취향저격 그녀 X 산들),산들,인디 / 가요,카카오엔터테인먼트,TOON STUDIO,2020.07.20
8,20201001,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),9,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),발라드 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2020.08.23
9,20201001,When We Disco (Duet With 선미),10,When We Disco,박진영,댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2020.08.12
10,20201001,힘든 건 사랑이 아니다,11,힘든 건 사랑이 아니다,임창정,발라드 / 가요,㈜인터파크,㈜예스아이엠엔터테인먼트,2020.10.19
11,20201001,눈누난나 (NUNU NANA),12,NUNA,제시,랩/힙합 / 가요,카카오엔터테인먼트,피네이션,2020.07.30
12,20201001,마리아 (Maria),13,Maria,화사 (Hwa Sa),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2020.06.29
13,20201001,에잇 (Prod. & Feat. SUGA of BTS),14,에잇,아이유 (IU),락 / 가요,카카오엔터테인먼트,EDAM엔터테인먼트,2020.05.06
14,20201001,How You Like That,15,How You Like That,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2020.06.26
15,20201001,Dolphin,16,NONSTOP,오마이걸 (OH MY GIRL),댄스 / 가요,Sony Music,WM엔터테인먼트,2020.04.27
16,20201001,이제 나만 믿어요,17,내일은 미스터트롯 우승자 특전곡,임영웅,트로트 / 가요,카카오엔터테인먼트,TV CHOSUN,2020.04.03
17,20201001,Bet You Wanna (Feat. Cardi B),18,THE ALBUM,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2020.10.02
18,20201001,잠이 들어야 (Feat. 헤이즈),19,SOME TIME,로꼬,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",AOMG,2020.10.14
19,20201001,다시 여기 바닷가,20,다시 여기 바닷가,싹쓰리 (유두래곤 & 린다G & 비룡),댄스 / 가요,카카오엔터테인먼트,MBC (문화방송),2020.07.18
20,20201001,잠이 오질 않네요,21,잠이 오질 않네요,장범준,발라드 / 가요,카카오엔터테인먼트,㈜버스커버스커,2020.10.24
21,20201001,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,22,멜로가 체질 OST Part 3 (JTBC 금토 드라마),장범준,드라마 / OST,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, 삼화네트웍스",2019.08.23
22,20201001,Blueming,23,Love poem,아이유 (IU),락 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2019.11.18
23,20201001,놓아줘 (With 태연),24,with HER,Crush,R&B/소울 / 가요,Dreamus,피네이션,2020.10.20
24,20201001,아로하,25,슬기로운 의사생활 OST Part 3 (tvN 목요드라마),조정석,드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2020.03.27
25,20201001,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),26,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
26,20201001,축하해 (Prod. by VAN.C),27,축하해,오반 (OVAN),인디 / 가요,카카오엔터테인먼트,주식회사 로맨틱팩토리,2020.09.09
27,20201001,Downtown Baby,28,Downtown Baby,블루 (BLOO),랩/힙합 / 가요,워너뮤직,UNCUTPOINT,2017.12.06
28,20201001,홀로,29,홀로,이하이,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",AOMG,2020.07.23
29,20201001,오래된 노래,30,사랑의 콜센타 Part19,Various Artists,트로트 / 가요,카카오엔터테인먼트,"TV CHOSUN, ㈜쇼플레이",2020.08.14
30,20201001,딩가딩가 (Dingga),31,딩가딩가 (Dingga),마마무(Mamamoo),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2020.10.20
31,20201001,Dance Monkey,32,The Kids Are Coming,Tones And I,락 / POP,워너뮤직,Elektra (NEK),2019.08.30
32,20201001,METEOR,33,Boyhood,창모 (CHANGMO),랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",Ambition Musik,2019.11.29
33,20201001,Not Shy,34,Not Shy,ITZY (있지),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2020.08.17
34,20201001,Ice Cream (With Selena Gomez),35,Ice Cream,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2020.08.28
35,20201001,살짝 설렜어 (Nonstop),36,NONSTOP,오마이걸 (OH MY GIRL),댄스 / 가요,Sony Music,WM엔터테인먼트,2020.04.27
36,20201001,2002,37,Speak Your Mind (Deluxe),Anne-Marie,팝 / POP,워너뮤직,Atlantic Records UK,2018.08.03
37,20201001,"모든 날, 모든 순간 (Every day, Every Moment)",38,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마),폴킴,드라마 / OST,Dreamus,SM ENTERTAINMENT,2018.03.20
38,20201001,어떻게 지내 (Prod. by VAN.C),39,어떻게 지내,오반 (OVAN),인디 / 가요,카카오엔터테인먼트,로맨틱팩토리,2020.03.05
