,chart,title,rank,album,artist,genre,publisher,agency,date
0,20210701,바라만 본다,1,MSG워너비 1집,MSG워너비,발라드 / 가요,"지니뮤직, Stone Music Entertainment",유야호,2021.06.26
1,20210701,Next Level,2,Next Level,aespa,댄스 / 가요,Dreamus,SM ENTERTAINMENT,2021.05.17
2,20210701,신호등,3,신호등,이무진,락 / 가요,카카오엔터테인먼트,쇼플레이엔터테인먼트,2021.05.14
3,20210701,Weekend,4,Weekend,태연 (TAEYEON),댄스 / 가요,Dreamus,SM ENTERTAINMENT,2021.07.06
4,20210701,치맛바람 (Chi Mat Ba Ram),5,Summer Queen,브레이브걸스 (Brave girls),댄스 / 가요,카카오엔터테인먼트,㈜브레이브엔터테인먼트,2021.06.17
5,20210701,Butter,6,Butter,방탄소년단,댄스 / 가요,YG PLUS,BIGHIT MUSIC,2021.05.21
6,20210701,나를 아는 사람,7,MSG워너비 1집,MSG워너비,발라드 / 가요,"지니뮤직, Stone Music Entertainment",유야호,2021.06.26
7,20210701,Permission to Dance,8,Butter / Permission to Dance,방탄소년단,댄스 / 가요,YG PLUS,BIGHIT MUSIC,2021.07.09
8,20210701,비 오는 날 듣기 좋은 노래 (Feat. Colde),9,비 오는 날 듣기 좋은 노래,에픽하이 (EPIK HIGH),랩/힙합 / 가요,지니뮤직,(주)아워즈,2021.06.29
9,20210701,헤픈 우연,10,HAPPEN,헤이즈 (Heize),R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",피네이션,2021.05.20
10,20210701,하루만 더,11,하루만 더,빅마마 (Big Mama),발라드 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2021.06.24
11,20210701,비와 당신,12,슬기로운 의사생활 시즌2 OST Part 1 (tvN 목요드라마),이무진,드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2021.06.18
12,20210701,Alcohol-Free,13,Taste of Love,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2021.06.11
13,20210701,롤린 (Rollin'),14,Rollin',브레이브걸스 (Brave girls),댄스 / 가요,㈜음악형제들,브레이브엔터테인먼트 (BRAVE ENTERTAINMENT),2017.03.07
