,chart,title,rank,album,artist,genre,publisher,agency,date
0,20200901,Dynamite,1,Dynamite (DayTime Ver.),방탄소년단,댄스 / 가요,YG PLUS,BIGHIT MUSIC,2020.08.21
1,20200901,오래된 노래,2,오래된 노래,Standing Egg (스탠딩 에그),발라드 / 가요,카카오엔터테인먼트,본(born),2012.09.04
2,20200901,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),3,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),발라드 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2020.08.23
3,20200901,When We Disco (Duet With 선미),4,When We Disco,박진영,댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2020.08.12
4,20200901,눈누난나 (NUNU NANA),5,NUNA,제시,랩/힙합 / 가요,카카오엔터테인먼트,피네이션,2020.07.30
5,20200901,취기를 빌려 (취향저격 그녀 X 산들),6,취기를 빌려 (취향저격 그녀 X 산들),산들,인디 / 가요,카카오엔터테인먼트,TOON STUDIO,2020.07.20
6,20200901,다시 여기 바닷가,7,다시 여기 바닷가,싹쓰리 (유두래곤 & 린다G & 비룡),댄스 / 가요,카카오엔터테인먼트,MBC (문화방송),2020.07.18
7,20200901,마리아 (Maria),8,Maria,화사 (Hwa Sa),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2020.06.29
8,20200901,Ice Cream (With Selena Gomez),9,Ice Cream,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2020.08.28
9,20200901,Not Shy,10,Not Shy,ITZY (있지),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2020.08.17
10,20200901,에잇 (Prod. & Feat. SUGA of BTS),11,에잇,아이유 (IU),락 / 가요,카카오엔터테인먼트,EDAM엔터테인먼트,2020.05.06
11,20200901,축하해 (Prod. by VAN.C),12,축하해,오반 (OVAN),인디 / 가요,카카오엔터테인먼트,주식회사 로맨틱팩토리,2020.09.09
12,20200901,How You Like That,13,How You Like That,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2020.06.26
13,20200901,Dolphin,14,NONSTOP,오마이걸 (OH MY GIRL),댄스 / 가요,Sony Music,WM엔터테인먼트,2020.04.27
14,20200901,덤디덤디 (DUMDi DUMDi),15,덤디덤디 (DUMDi DUMDi),(여자)아이들,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2020.08.03
15,20200901,홀로,16,홀로,이하이,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",AOMG,2020.07.23
16,20200901,Downtown Baby,17,Downtown Baby,블루 (BLOO),랩/힙합 / 가요,워너뮤직,UNCUTPOINT,2017.12.06
17,20200901,아로하,18,슬기로운 의사생활 OST Part 3 (tvN 목요드라마),조정석,드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2020.03.27
18,20200901,이제 나만 믿어요,19,내일은 미스터트롯 우승자 특전곡,임영웅,트로트 / 가요,카카오엔터테인먼트,TV CHOSUN,2020.04.03
19,20200901,듣고 싶던 말,20,듣고 싶던 말,허각,발라드 / 가요,카카오엔터테인먼트,㈜플레이엠엔터테인먼트,2020.08.27
20,20200901,아틀란티스 소녀 (Atlantis Princess),21,Our Beloved BoA #2 - SM STATION,볼빨간사춘기,댄스 / 가요,Dreamus,SM ENTERTAINMENT,2020.08.07
21,20200901,Blueming,22,Love poem,아이유 (IU),락 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2019.11.18
22,20200901,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,23,멜로가 체질 OST Part 3 (JTBC 금토 드라마),장범준,드라마 / OST,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, 삼화네트웍스",2019.08.23
23,20200901,그 여름을 틀어줘,24,그 여름을 틀어줘,싹쓰리 (유두래곤 & 린다G & 비룡),댄스 / 가요,카카오엔터테인먼트,MBC (문화방송),2020.07.25
24,20200901,살짝 설렜어 (Nonstop),25,NONSTOP,오마이걸 (OH MY GIRL),댄스 / 가요,Sony Music,WM엔터테인먼트,2020.04.27
25,20200901,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),26,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
26,20200901,Dance Monkey,27,The Kids Are Coming,Tones And I,락 / POP,워너뮤직,Elektra (NEK),2019.08.30
27,20200901,내일은 고백할게,28,브람스를 좋아하세요? OST Part.5 (SBS 월화드라마),태연 (TAEYEON),드라마 / OST,카카오엔터테인먼트,냠냠엔터테인먼트,2020.09.15
28,20200901,Summer Hate (Feat. 비),29,RANDOM BOX,지코 (ZICO),랩/힙합 / 가요,카카오엔터테인먼트,KOZ 엔터테인먼트,2020.07.01
29,20200901,METEOR,30,Boyhood,창모 (CHANGMO),랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",Ambition Musik,2019.11.29
30,20200901,어떻게 지내 (Prod. by VAN.C),31,어떻게 지내,오반 (OVAN),인디 / 가요,카카오엔터테인먼트,로맨틱팩토리,2020.03.05
31,20200901,2002,32,Speak Your Mind (Deluxe),Anne-Marie,팝 / POP,워너뮤직,Atlantic Records UK,2018.08.03
32,20200901,신난다 (Feat. 마마무),33,두리쥬와 X LINDA X 신난다,싹쓰리 (유두래곤 & 린다G & 비룡),댄스 / 가요,카카오엔터테인먼트,MBC (문화방송),2020.08.01
33,20200901,사랑하게 될 줄 알았어,34,슬기로운 의사생활 OST Part 11 (tvN 목요드라마),우효 & 전미도,드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2020.05.22
34,20200901,오래된 노래,35,사랑의 콜센타 Part19,Various Artists,트로트 / 가요,카카오엔터테인먼트,"TV CHOSUN, ㈜쇼플레이",2020.08.14
35,20200901,Don't Start Now,36,Future Nostalgia,Dua Lipa,팝 / POP,워너뮤직,Warner Records,2020.03.27
36,20200901,거짓말이라도 해서 널 보고싶어,37,거짓말이라도 해서 널 보고싶어,백지영,발라드 / 가요,카카오엔터테인먼트,트라이어스,2020.07.14
37,20200901,숲의 아이 (Bon voyage),38,Bon Voyage,유아 (오마이걸),댄스 / 가요,Sony Music,WM엔터테인먼트,2020.09.07
38,20200901,Memories,39,Memories,Maroon 5,팝 / POP,Universal Music,Interscope Records (222 Records),2019.09.20
39,20200901,Bad Boy,40,Bad Boy,청하 & Christopher,팝 / POP,워너뮤직,Parlophone Denmark,2020.09.23
40,20200901,"모든 날, 모든 순간 (Every day, Every Moment)",41,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마),폴킴,드라마 / OST,Dreamus,SM ENTERTAINMENT,2018.03.20
41,20200901,늦은 밤 너의 집 앞 골목길에서,42,늦은 밤 너의 집 앞 골목길에서,노을,발라드 / 가요,카카오엔터테인먼트,씨제스 엔터테인먼트 (C-JeS Entertainment),2019.11.07
42,20200901,보라빛 밤 (pporappippam),43,보라빛 밤 (pporappippam),선미,댄스 / 가요,카카오엔터테인먼트,(주)메이크어스엔터테인먼트,2020.06.29
43,20200901,LINDA (Feat. 윤미래),44,두리쥬와 X LINDA X 신난다,싹쓰리 (유두래곤 & 린다G & 비룡),댄스 / 가요,카카오엔터테인먼트,MBC (문화방송),2020.08.01
44,20200901,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",45,항해,AKMU (악뮤),락 / 가요,YG PLUS,(주)YG엔터테인먼트,2019.09.25
45,20200901,만개 (Prod. 신지후),46,우리家,김호중,트로트 / 가요,카카오엔터테인먼트,생각을보여주는엔터테인먼트,2020.09.05
46,20200901,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),47,Red Moon : To You My Light,마크툽 (Maktub),인디 / 가요,워너뮤직,(주)MAKTUB Company,2019.06.09
47,20200901,아무노래,48,아무노래,지코 (ZICO),랩/힙합 / 가요,카카오엔터테인먼트,KOZ 엔터테인먼트,2020.01.13
48,20200901,여름 안에서 (Feat. 황광희),49,여름 안에서,싹쓰리 (유두래곤 & 린다G & 비룡),댄스 / 가요,카카오엔터테인먼트,MBC (문화방송),2020.07.11
49,20200901,PLAY (Feat. 창모),50,PLAY,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2020.07.06
50,20200901,12 : 45 (Stripped),51,12 : 45 (Stripped),Etham,팝 / POP,Universal Music,Closer Recordings Limited,2018.10.26
51,20200901,Into the I-LAND,52,I-LAND Part.1 Signal Song,아이유 (IU),댄스 / 가요,카카오엔터테인먼트,EDAM엔터테인먼트,2020.06.19
52,20200901,안녕,53,호텔 델루나 OST Part.10 (tvN 토일드라마),폴킴,드라마 / OST,Dreamus,냠냠엔터테인먼트,2019.08.12
53,20200901,시작,54,이태원 클라쓰 OST Part.2 (JTBC 금토드라마),가호 (Gaho),드라마 / OST,주식회사 블렌딩,㈜블렌딩,2020.02.01
54,20200901,사랑은 지날수록 더욱 선명하게 남아,55,한 걸음 : 흔적,전상근,발라드 / 가요,카카오엔터테인먼트,주식회사 셀러빗(CELEBIT),2020.06.07
55,20200901,WANNA BE MYSELF (나는 안다르다),56,WANNA BE MYSELF,마마무(Mamamoo),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2020.09.10
56,20200901,ON,57,MAP OF THE SOUL : 7,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2020.02.21
57,20200901,Maniac,58,Maniac,Conan Gray,팝 / POP,Universal Music,Republic Records a division of UMG Recordings Inc,2019.10.25
58,20200901,처음처럼,59,CEREMONIA,엠씨더맥스 (M.C the MAX),발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2020.03.25
59,20200901,Tight,60,4.5,10CM,블루스/포크 / 가요,카카오엔터테인먼트,매직스트로베리사운드,2020.09.22
60,20200901,마음을 드려요,61,사랑의 불시착 OST Part 11 (tvN 토일 드라마),아이유 (IU),드라마 / OST,카카오엔터테인먼트,EDAM엔터테인먼트,2020.02.15
61,20200901,우리 왜 헤어져야 해,62,우리 왜 헤어져야 해,신예영,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.11.20
62,20200901,bad guy,63,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,락 / POP,Universal Music,"Darkroom, Interscope Records",2019.03.29
63,20200901,좋은 사람 있으면 소개시켜줘,64,슬기로운 의사생활 OST Part 2 (tvN 목요드라마),조이 (JOY),드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2020.03.20
64,20200901,Psycho,65,'The ReVe Festival' Finale,Red Velvet (레드벨벳),댄스 / 가요,Dreamus,SM ENTERTAINMENT,2019.12.23
65,20200901,Painkiller,66,Painkiller,Ruel,팝 / POP,Sony Music,RCA Records Label,2019.04.30
66,20200901,Criminal,67,Never Gonna Dance Again : Act 1 - The 3rd Album,태민 (TAEMIN),댄스 / 가요,Dreamus,SM ENTERTAINMENT,2020.09.07
67,20200901,Paris In The Rain,68,I met you when I was 18. (the playlist),Lauv,팝 / POP,NHN벅스,뮤직테이블,2018.10.08
68,20200901,Love poem,69,Love poem,아이유 (IU),락 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2019.11.18
69,20200901,아직 너의 시간에 살아,70,사이코지만 괜찮아 OST Part.4 (tvN 토일드라마),이수현,드라마 / OST,NHN벅스,모스트콘텐츠,2020.07.12
70,20200901,어느 60대 노부부이야기,71,내일은 미스터트롯 트롯 에이드 베스트,Various Artists,트로트 / 가요,카카오엔터테인먼트,"TV CHOSUN, ㈜쇼플레이",2020.02.21
71,20200901,HIP,72,reality in BLACK,마마무(Mamamoo),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2019.11.14
72,20200901,봄날,73,YOU NEVER WALK ALONE,방탄소년단,댄스 / 가요,YG PLUS,BIGHIT MUSIC,2017.02.13
73,20200901,밤편지,74,밤편지,아이유 (IU),발라드 / 가요,카카오엔터테인먼트,"카카오엔터테인먼트, ㈜페이브엔터테인먼트",2017.03.24
74,20200901,너를 만나,75,너를 만나,폴킴,발라드 / 가요,카카오엔터테인먼트,뉴런뮤직,2018.10.29
75,20200901,밤하늘의 저 별처럼,76,밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙) (SBS 월화드라마),헤이즈 (Heize) & 펀치 (Punch),드라마 / OST,카카오엔터테인먼트,냠냠엔터테인먼트,2020.09.27
76,20200901,나비와 고양이 (Feat. 백현 (BAEKHYUN)),77,사춘기집Ⅱ 꽃 본 나비,볼빨간사춘기,인디 / 가요,카카오엔터테인먼트,쇼파르뮤직,2020.05.13
77,20200901,주저하는 연인들을 위해,78,전설,잔나비,인디 / 가요,카카오엔터테인먼트,페포니 뮤직,2019.03.13
78,20200901,사랑에 연습이 있었다면 (Prod. by 2soo),79,사랑에 연습이 있었다면,임재현,발라드 / 가요,카카오엔터테인먼트,"엔에스씨컴퍼니, 디원미디어",2018.09.25
79,20200901,시든 꽃에 물을 주듯,80,시든 꽃에 물을 주듯,HYNN (박혜원),발라드 / 가요,카카오엔터테인먼트,㈜엔터테인먼트뉴오더,2019.03.31
80,20200901,우산이 없어요,81,우리家,김호중,트로트 / 가요,카카오엔터테인먼트,생각을보여주는엔터테인먼트,2020.09.05
81,20200901,All Falls Down (Feat. Juliander),82,Different World,Alan Walker,일렉트로니카 / POP,Sony Music,MER Recordings,2018.12.14
82,20200901,"너에게 난, 나에게 넌",83,슬기로운 의사생활 OST Part 12 (tvN 목요드라마),미도와 파라솔,드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2020.05.29
83,20200901,사랑이 식었다고 말해도 돼,84,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),발라드 / 가요,카카오엔터테인먼트,먼데이키즈 컴퍼니,2019.05.27
84,20200901,사랑이란 멜로는 없어,85,사랑이란 멜로는 없어,전상근,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.09.08
85,20200901,비,86,비,폴킴,R&B/소울 / 가요,카카오엔터테인먼트,뉴런뮤직,2016.06.21
86,20200901,Square (2017),87,Every letter I sent you.,백예린 (Yerin Baek),전체 / 가요,Dreamus,블루바이닐,2019.12.10
87,20200901,MORE & MORE,88,MORE & MORE,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2020.06.01
88,20200901,Comethru,89,"Summer,",Jeremy Zucker,팝 / POP,Universal Music,Republic Records,2018.09.28
89,20200901,내 눈물 모아,90,슬기로운 의사생활 OST Part 8 (tvN 목요드라마),휘인 (Whee In),드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2020.05.01
90,20200901,Way Back Home,91,Take,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2018.06.27
91,20200901,바램,92,내일은 미스터트롯 예선곡 베스트,Various Artists,트로트 / 가요,카카오엔터테인먼트,"TV CHOSUN, ㈜쇼플레이",2020.01.17
92,20200901,화려하지 않은 고백,93,슬기로운 의사생활 OST Part 4 (tvN 목요드라마),규현 (KYUHYUN),드라마 / OST,"지니뮤직, Stone Music Entertainment","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",2020.04.03
93,20200901,On My Way,94,On My Way,Alan Walker & Sabrina Carpenter & Farruko,일렉트로니카 / POP,Sony Music,MER Sweden AB,2019.03.21
94,20200901,Juice,95,Cuz I Love You (Deluxe),Lizzo,팝 / POP,워너뮤직,"Nice Life, Atlantic",2019.05.03
95,20200901,그대라는 시,96,호텔 델루나 OST Part.3 (tvN 토일드라마),태연 (TAEYEON),드라마 / OST,Dreamus,냠냠엔터테인먼트,2019.07.21
96,20200901,파도가 끝나는 곳까지,97,The Book of Us : Gluon - Nothing can tear us apart,DAY6 (Even of Day),락 / 가요,Dreamus,(주)JYP엔터테인먼트,2020.08.31
97,20200901,조금 취했어 (Prod. by 2soo),98,조금 취했어,임재현,인디 / 가요,카카오엔터테인먼트,"엔에스씨컴퍼니, 디원미디어",2019.09.24
98,20200901,WANNABE,99,IT'z ME,ITZY (있지),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2020.03.09
99,20200901,취했나봐,100,취했나봐,황인욱,발라드 / 가요,NHN벅스,하우엔터테인먼트,2020.05.24
100,20200901,Senorita,101,Senorita,Camila Cabello & Shawn Mendes,팝 / POP,Universal Music,"Island Records, a division of UMG Recordings, Inc.",2019.06.21
101,20200901,반만,102,반만,진민호,발라드 / 가요,카카오엔터테인먼트,반만 엔터테인먼트,2019.11.30
102,20200901,덤더럼 (Dumhdurum),103,LOOK,Apink (에이핑크),댄스 / 가요,카카오엔터테인먼트,㈜플레이엠엔터테인먼트,2020.04.13
103,20200901,포장마차,104,포장마차,황인욱,발라드 / 가요,NHN벅스,하우엔터테인먼트,2019.06.20
104,20200901,돌덩이,105,이태원 클라쓰 OST Part.3 (JTBC 금토드라마),하현우 (국카스텐),드라마 / OST,주식회사 블렌딩,㈜블렌딩,2020.02.07
105,20200901,사계 (Four Seasons),106,사계 (Four Seasons),태연 (TAEYEON),발라드 / 가요,Dreamus,SM ENTERTAINMENT,2019.03.24
106,20200901,Shape Of You,107,÷ (Deluxe),Ed Sheeran,팝 / POP,워너뮤직,Atlantic Records UK,2017.03.03
107,20200901,그때가 좋았어,108,그때가 좋았어,케이시 (Kassy),발라드 / 가요,카카오엔터테인먼트,넥스타 엔터테인먼트,2018.12.31
108,20200901,"다시는 사랑하지 않고, 이별에 아파하기 싫어",109,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.12.22
109,20200901,기억해줘요 내 모든 날과 그때를,110,호텔 델루나 OST Part.7 (tvN 토일드라마),거미 (Gummy),드라마 / OST,Dreamus,냠냠엔터테인먼트,2019.08.04
110,20200901,Obliviate,111,러블리즈 7th Mini Album ［Unforgettable］,러블리즈,댄스 / 가요,카카오엔터테인먼트,울림엔터테인먼트,2020.09.01
111,20200901,To Die For,112,To Die For,Sam Smith,팝 / POP,Universal Music,Universal Music Operations Limited,2020.02.14
112,20200901,다시 만날까 봐,113,다시 만날까 봐,V.O.S,발라드 / 가요,카카오엔터테인먼트,J-SOUL company,2019.09.01
113,20200901,니 소식,114,니 소식,송하예,발라드 / 가요,㈜다날엔터테인먼트,더하기미디어,2019.05.11
114,20200901,어떻게 지내 (답가),115,어떻게 지내 (답가),런치,인디 / 가요,카카오엔터테인먼트,주식회사 레시피뮤직,2020.06.06
115,20200901,노래방에서,116,장범준 3집,장범준,락 / 가요,카카오엔터테인먼트,㈜버스커버스커,2019.03.21
116,20200901,너에게 못했던 내 마지막 말은,117,너에게 못했던 내 마지막 말은,다비치,발라드 / 가요,지니뮤직,WAKEONE,2019.05.17
117,20200901,살았소,118,살았소,김호중,발라드 / 가요,카카오엔터테인먼트,"생각을보여주는엔터테인먼트, 제이지스타",2020.09.10
118,20200901,그때 그 아인,119,이태원 클라쓰 OST Part.6 (JTBC 금토드라마),김필,드라마 / OST,주식회사 블렌딩,㈜블렌딩,2020.02.15
119,20200901,Watermelon Sugar,120,Fine Line,Harry Styles,팝 / POP,Sony Music,Columbia,2019.12.13
120,20200901,The Ocean (Feat. Shy Martin),121,The Ocean,Mike Perry,일렉트로니카 / POP,Sony Music,DF Records,2016.04.15
121,20200901,Monster,122,Monster - The 1st Mini Album,레드벨벳-아이린 & 슬기,댄스 / 가요,Dreamus,SM ENTERTAINMENT,2020.07.06
