,chart,title,rank,album,artist,genre,publisher,agency,date
0,20191101,Love poem,1,Love poem,아이유 (IU),락 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2019.11.18
1,20191101,늦은 밤 너의 집 앞 골목길에서,2,늦은 밤 너의 집 앞 골목길에서,노을,발라드 / 가요,카카오엔터테인먼트,씨제스 엔터테인먼트 (C-JeS Entertainment),2019.11.07
2,20191101,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",3,항해,AKMU (악뮤),락 / 가요,YG PLUS,(주)YG엔터테인먼트,2019.09.25
3,20191101,인기 (Feat. 송가인 & 챈슬러),4,CHANNEL 8,MC몽,랩/힙합 / 가요,Dreamus,(주)밀리언마켓,2019.10.25
4,20191101,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,5,멜로가 체질 OST Part 3 (JTBC 금토 드라마),장범준,드라마 / OST,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, 삼화네트웍스",2019.08.23
5,20191101,새 사랑,6,새 사랑,송하예,발라드 / 가요,㈜다날엔터테인먼트,더하기미디어,2019.10.12
6,20191101,불티 (Spark),7,Purpose - The 2nd Album,태연 (TAEYEON),댄스 / 가요,Dreamus,SM ENTERTAINMENT,2019.10.28
7,20191101,Blueming,8,Love poem,아이유 (IU),락 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2019.11.18
8,20191101,조금 취했어 (Prod. by 2soo),9,조금 취했어,임재현,인디 / 가요,카카오엔터테인먼트,"엔에스씨컴퍼니, 디원미디어",2019.09.24
9,20191101,사랑이란 멜로는 없어,10,사랑이란 멜로는 없어,전상근,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.09.08
10,20191101,이 번호로 전화해줘,11,이 번호로 전화해줘,바이브,발라드 / 가요,지니뮤직,메이저나인,2019.11.13
11,20191101,HIP,12,reality in BLACK,마마무(Mamamoo),댄스 / 가요,카카오엔터테인먼트,(주)RBW,2019.11.14
