,title,artist,album,genre,publisher,agency,pub_date,listeners,streams
847,Very Good,원투 (One Two),Very Good (Digital Single),댄스 / 가요,지니뮤직,Stone Music Entertainment,2010.07.08,17475,162732
848,어떡하죠,Various Artists,꽃보다 남자 OST Part.2,드라마 / OST,미러볼뮤직,다해이엔티,2009.03.16,107598,1389392
849,Only You,바비 킴 (Bobby Kim),Love Chapter.1 (Special Album),R&B/소울 / 가요,지니뮤직,㈜오스카이엔티,2009.01.12,30331,220840
850,나와 같은 맘이길 (Feat. 모트),Various Artists,노들뮤직 Vol. 2 가고 싶은 곳이 생겼는데,인디 / 가요,지니뮤직,해피로봇레코드,2019.04.10,64056,582472
851,Lucky,Various Artists,꽃보다 남자 OST,드라마 / OST,미러볼뮤직,다해이엔티,2009.01.08,227719,1896162
852,가,BOBBY & BILL STAX (빌스택스),쇼미더머니3 Part 2,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2014.08.14,463905,6061438
853,Say,젝스키스,Road Fighter,댄스 / 가요,카카오엔터테인먼트,DSP 미디어,1998.07.01,33922,324690
854,MY STAR,이하이,SEOULITE,R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2016.04.20,689427,6390755
855,물망초 (Feat. 신용재),MC몽,FLOWER 9,랩/힙합 / 가요,카카오엔터테인먼트,(주)밀리언마켓,2021.03.02,241959,2067674
856,외친다 (Call Out),ASTRO (아스트로),Rise Up,댄스 / 가요,카카오엔터테인먼트,판타지오뮤직,2018.07.24,18190,376057
857,별,임한별,앨리스 OST Part.3 (SBS 금토드라마),드라마 / OST,주식회사 블렌딩,"SBS콘텐츠허브, 어베인뮤직",2020.09.18,91241,1225206
858,RUN AWAY,GOT7 (갓세븐),Call My Name,댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.11.04,52631,1700725
859,나만 알고 싶다,소란 (SORAN),CAKE,전체 / 가요,해피로봇 레코드,해피로봇레코드,2016.10.06,273603,2518630
860,퍼즐 (Puzzle),용주 (YONGZOO),사이코지만 괜찮아 OST Part.7 (tvN 토일드라마),드라마 / OST,NHN벅스,모스트콘텐츠,2020.08.02,37941,264674
861,알아 (Feat. HYNN (박혜원)),MC몽,CHANNEL 8,랩/힙합 / 가요,Dreamus,(주)밀리언마켓,2019.10.25,379292,3028800
862,먼저 말해,김예림 (Lim Kim),Simple Mind,댄스 / 가요,(주)삼쩜일사,"㈜미스틱89, 미스틱엔터테인먼트",2015.04.27,33423,222566
863,Can't U See,손담비,the queen (THE 3RD MINI ALBUM SONDAMBI),전체 / 가요,NHN벅스,스카이뮤직,2010.07.02,23119,279685
864,나를 사랑해줘 (Feat. 개코 Of 다이나믹 듀오),서인영,나를 사랑해줘,댄스 / 가요,지니뮤직,(주)서인영컴퍼니,2013.10.04,233789,1684889
865,너의 곁에,변진섭,He'story,전체 / 가요,뮤직앤뉴,웰메이드예당,2005.01.11,631,2433
866,쩐의 전쟁 출사표,Various Artists,쩐의 전쟁 OST 1.5집,드라마 / OST,뮤직앤뉴,(주)뮤직앤뉴,2007.06.14,3243,30959
867,돌아버리겠네,아웃렛 (OUTLET),돌아버리겠네,댄스 / 가요,카카오엔터테인먼트,생각을보여주는엔터테인먼트,2021.06.27,9844,72094
868,난말야,UNI.T,끝을 아는 시작,댄스 / 가요,㈜인터파크,"(주)인터파크, 포켓돌스튜디오",2018.09.18,39439,433418
869,오.꼭.말,하성운,My Moment,댄스 / 가요,㈜인터파크,스타크루 이엔티,2019.02.28,246561,11832185
870,텅빈도로 (EMPTY ROAD),태양,WHITE NIGHT,R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2017.08.16,190640,1514571
871,아름다운 그대 (Feat. CHOIZA),Crush,Crush On You,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",아메바컬쳐,2014.06.05,229553,2880270
872,좋은 사람 Ver.1,Various Artists,신데렐라맨 OST,드라마 / OST,㈜인터파크,㈜인터파크,2009.04.20,16139,127430
873,WAKE ME UP,태양,WHITE NIGHT,R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2017.08.16,383509,3160481
874,ONE (Feat. 정일훈 of BTOB),사무엘,ONE,댄스 / 가요,카카오엔터테인먼트,브레이브엔터테인먼트 (BRAVE ENTERTAINMENT),2018.03.28,31903,892913
875,신사 ($insa),Various Artists,쇼미더머니 5 Episode 1,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2016.06.18,751969,8996827
876,행복한 나를 (Prod. by 박근태),쏜애플 (THORNAPPLE),행복한 나를,락 / 가요,"지니뮤직, Stone Music Entertainment",미스틱엔터테인먼트,2019.01.16,36419,281340
877,HANDS UP,BIGBANG,빅뱅 미니앨범 4집,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2011.02.24,84237,516036
878,Hey You,씨스타 (Sistar),Give It To Me,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2013.06.11,71217,373085
879,카페에 앉아,Various Artists,cafe : night & day,락 / 가요,해피로봇 레코드,해피로봇레코드,2011.09.19,292771,2794742
880,약속,Various Artists,아름다운 날들 OST,전체 / OST,RIAK,,2001.04.15,17527,211406
881,나의 봄 (Feat. CHEEZE),노리플라이 (No Reply),나의 봄,인디 / 가요,해피로봇 레코드,해피로봇레코드,2018.04.03,147313,1034349
882,금토일,Dal★Shabet,FRI. SAT. SUN,댄스 / 가요,카카오엔터테인먼트,해피페이스 엔터테인먼트,2016.09.29,34969,312699
883,똑 똑 똑,아이오아이 (I.O.I),아이오아이 (I.O.I) 1st Mini Album 'Chrysalis',댄스 / 가요,지니뮤직,Stone Music Entertainment,2016.05.04,214906,1800444
884,Make Love (Feat. Kush),태양,Hot (1st Mini Album),R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2008.05.22,72911,750895
885,Angel Song,에이프릴 (APRIL),에이프릴(APRIL) 5th Mini Album 'The Blue',댄스 / 가요,카카오엔터테인먼트,DSP 미디어,2018.03.12,19138,93219
886,녹,김태우,화정 OST - Part.2 (MBC 월화드라마),드라마 / OST,NHN벅스,모스트콘텐츠,2015.07.13,24138,182888
887,"조금씩, 천천히, 너에게",Various Artists,남과 여... 그리고 이야기,전체 / 가요,해피로봇 레코드,해피로봇레코드,2009.03.16,152411,1038963
888,알면 다쳐,김예림 (Lim Kim),Simple Mind,댄스 / 가요,(주)삼쩜일사,"㈜미스틱89, 미스틱엔터테인먼트",2015.04.27,217469,1617531
889,쉽지않아 (Missing),틴 탑 (Teen Top),TEEN TOP EXITO,댄스 / 가요,카카오엔터테인먼트,㈜티오피미디어,2014.09.15,225885,3222920
890,그대라는 날개,김태우,개인의 취향 OST Part. 4 (MBC 수목드라마),드라마 / OST,뮤직앤뉴,이김프로덕션,2010.04.16,20400,161554
891,Rainfall,첸 (CHEN),보좌관-세상을 움직이는 사람들 OST Part.1 (JTBC 금토드라마),드라마 / OST,뮤직앤뉴,"뮤직앤뉴, 스튜디오앤뉴",2019.06.14,55511,1129826
892,내 사랑,태사비애 (殆死悲愛),내 사랑,전체 / 가요,RIAK,내츄럴리뮤직,2008.08.08,66413,1082297
893,라이딩 (Riding) (Feat. 개코),하성운,라이딩 (Riding),R&B/소울 / 가요,카카오엔터테인먼트,스타크루 이엔티,2019.06.05,325715,11558528
894,아퍼 (Feat. Kid Milli & Lil tachi & 김승민 & NO:EL & C JAMM),기리보이,100년제전문대학,랩/힙합 / 가요,카카오엔터테인먼트,린치핀뮤직㈜,2019.06.10,1373380,24565362
895,빗물이 내려서,김태우,T-School,발라드 / 가요,3.14,소울샵엔터테인먼트,2011.03.29,71034,188141
896,Fake Rock Star (Feat. NO:EL),스윙스 & 한요한,외나무다리,랩/힙합 / 가요,카카오엔터테인먼트,린치핀뮤직㈜,2019.07.06,198384,2985175
897,View (베를린 첫 버스킹 Ver.),적재,JTBC 비긴어게인3 Episode 7,락 / 가요,㈜인터파크,JTBC,2019.08.31,112437,841550
898,ANYMORE,서인영,ANYMORE,댄스 / 가요,지니뮤직,(주)서인영컴퍼니,2012.08.20,108763,400630
899,I See You,강민혁 (CNBLUE),딴따라 OST Part.4 (SBS 수목드라마),드라마 / OST,㈜다날엔터테인먼트,케미컬레코드,2016.05.06,43208,418569
900,라밤바,Various Artists,미스트롯 FINAL STAGE,트로트 / 가요,카카오엔터테인먼트,㈜티조컬처앤컨텐츠,2019.05.02,80276,631580
901,불꽃놀이 (Flowerbomb),Wanna One (워너원),1¹¹=1 (POWER OF DESTINY),댄스 / 가요,지니뮤직,"SWING Entertainment, Stone Music Entertainment",2018.11.19,580506,10031356
902,La La (Prod. by 이단옆차기),정세운,ANOTHER,R&B/소울 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2018.07.23,21030,471176
903,내 꿈이여,Various Artists,밤이면 밤마다 OST,드라마 / OST,뮤직앤뉴,(주)뮤직앤뉴,2008.06.23,2716,23065
904,문득,하성운,My Moment,댄스 / 가요,㈜인터파크,스타크루 이엔티,2019.02.28,241926,10251224
905,Lonely Night,하성운,My Moment,댄스 / 가요,㈜인터파크,스타크루 이엔티,2019.02.28,196684,9174069
906,랑데뷰 (Randezvous) (Remix),양혜승,100kg,전체 / 가요,NHN벅스,갑봉엔터테인먼트,2002.06.01,10507,82840
907,Trap,스윙스 (Swings) & 유성은,마이 시크릿 호텔 OST Part3 (tvN 월화드라마),드라마 / OST,지니뮤직,Stone Music Entertainment,2014.09.15,205420,2546953
908,왜 (Why),유노윤호 (U-KNOW),True Colors - The 1st Mini Album,댄스 / 가요,Dreamus,SM ENTERTAINMENT,2019.06.12,20762,926775
909,사랑하는 너에게,젝스키스,Welcome To The Sechskies Land,전체 / 가요,카카오엔터테인먼트,DSP 미디어,1997.11.01,92166,753312
910,내가 되었으면,노리플라이 (No Reply),Dream,락 / 가요,해피로봇 레코드,해피로봇레코드,2010.09.15,81630,781524
911,19금 공중도덕 (Air DoTheQ),Various Artists,쇼미더머니 5 Episode 1,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2016.06.18,647838,9796543
912,19금 Machine Gun (Feat. MINO),Various Artists,쇼미더머니 5 Special,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2016.06.29,521279,6100603
913,Never Ever,GOT7 (갓세븐),FLIGHT LOG : ARRIVAL,댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2017.03.13,329996,5678381
914,착한사람,BIGBANG,Stand Up (2008 빅뱅 3rd Mini Album),랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2008.08.08,205208,1604613
915,저기요,하성운,BXXX,R&B/소울 / 가요,카카오엔터테인먼트,스타크루 이엔티,2019.07.08,130477,6110966
916,나한테 집중해,슈가볼 (Sugarbowl),나한테 집중해,전체 / 가요,NHN벅스,YMC엔터테인먼트㈜,2014.12.19,169367,2057404
917,창피해,박봄 (Park Bom),Spring,R&B/소울 / 가요,㈜다날엔터테인먼트,디네이션,2019.03.13,138969,1446477
918,나한테 집중해,슈가볼 (Sugarbowl),나한테 집중해,전체 / 가요,NHN벅스,YMC엔터테인먼트㈜,2014.12.19,169367,2057404
919,A Door,권순관,A Door,발라드 / 가요,해피로봇 레코드,해피로봇레코드,2013.04.11,114485,688745
920,You Are,GOT7 (갓세븐),7 for 7,댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2017.10.10,472727,6805949
921,난 좋아,Various Artists,cafe : night & day,락 / 가요,해피로봇 레코드,해피로봇레코드,2011.09.19,188400,1625304
922,19금 Rap Star,도끼 (Dok2),South Korean Rapstar Mixtape,랩/힙합 / 가요,제뉴인뮤직,ILLIONAIRE RECORDS (일리네어 레코즈),2013.01.11,118132,1586137
923,Tonight,권순관,A Door,발라드 / 가요,해피로봇 레코드,해피로봇레코드,2013.04.11,128232,1037510
924,Zzz,김재환,MOMENT,전체 / 가요,"지니뮤직, Stone Music Entertainment",스윙엔터테인먼트,2019.12.12,35571,2847534
925,내 곁에 서 있어줘,비투비-블루,내 곁에 서 있어줘,발라드 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2016.09.19,230908,4311218
926,다음역,앤씨아,Time To Be A Woman,발라드 / 가요,주식회사 인에이블파인드,제이제이홀릭미디어 (JJHOLIC MEDIA),2016.10.28,30318,353821
927,시간이 사랑을 대신할 수는 없잖아 (Vocal 전상근),밤에,시간이 사랑을 대신할 수는 없잖아,발라드 / 가요,워너뮤직,IN A MILLION,2019.05.30,189538,3750878
928,19금 내가 (Feat. Beenzino & The Quiett),도끼 (Dok2),MULTILLIONAIRE,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",ILLIONAIRE RECORDS (일리네어 레코즈),2015.06.23,403883,6601766
929,19금 아름다워 (Beautiful) (Feat. 지코 (ZICO)),Various Artists,쇼미더머니 5 Episode 4,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2016.07.09,624335,8982744
930,L4L (Lookin' For Luv) (Feat. Dok2 & The Quiett),BOBBY & 올티 (Olltii),쇼미더머니3 BOBBY vs 올티,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2014.08.21,554468,8000484
931,After Party,김재환,MOMENT,전체 / 가요,"지니뮤직, Stone Music Entertainment",스윙엔터테인먼트,2019.12.12,41798,2840791
932,정상을 향한 독주 2 feat. 김범수,주석,Superior Vol.1 - This Iz My Life,랩/힙합 / 가요,해피로봇 레코드,해피로봇레코드,2003.11.18,95422,445932
933,"옆에도 눈이 달렸어 (Side, Eye, Moon)",윤지성,Dear diary,발라드 / 가요,"지니뮤직, Stone Music Entertainment",LM엔터테인먼트,2019.04.25,9309,661383
934,1llusion,도끼 (Dok2),1llusion,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",ILLIONAIRE RECORDS (일리네어 레코즈),2016.05.21,422833,5426027
935,ECLIPSE,GOT7 (갓세븐),SPINNING TOP : BETWEEN SECURITY & INSECURITY,댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2019.05.20,280778,7419509
936,오늘 뭐해?!,하성운,BXXX,R&B/소울 / 가요,카카오엔터테인먼트,스타크루 이엔티,2019.07.08,122200,6079870
937,마녀가 된 이유,NS Yoon-G,NEO SPIRIT,댄스 / 가요,Sony Music,JTM엔터테인먼트,2012.01.05,146309,1886249
